video_id,comments
J3aBFARd8zk,"[{'comment_text': 'Parabéns vc explica estatística e algoritmos de forma clara e sem o mimi acadêmico de alguns canais.', 'likes': 11}, {'comment_text': 'Ótima explicação.', 'likes': 0}, {'comment_text': 'Dicas de livros de estatística?', 'likes': 1}, {'comment_text': 'Ótima aula professor, contudo surgiu uma pergunta:\n\nCaso seja utilizada a inferência de Bayes duas vezes para o mesmo conjunto de dados observados, sendo que em cada uma das vezes a priori que é o nosso chute inicial possui valor distinto, nesse caso devemos sempre considerar que a Posteriori assumirá um resultado diferente para cada valor de priori na fórmula?', 'likes': 0}, {'comment_text': 'Brother, você é foda.', 'likes': 0}, {'comment_text': 'Cara que massa teu conteúdo. Parabéns. Tirou uma baita dúvida. Eu que me considero um hobbysta nessa área, me fez cair muita ficha sobre o assunto. Obrigado.', 'likes': 0}, {'comment_text': 'Estou no curso de Ciências Econômicas , e sua explicação ajudou muito. \nForte Abraço.', 'likes': 1}, {'comment_text': 'Muito bacana a maneira que explica, faz de teste de hipótese. Abraço', 'likes': 0}, {'comment_text': '24,sei que vcs  amavel com nosco.', 'likes': 0}, {'comment_text': 'Concerteza vcs bons.obrigado.', 'likes': 0}]"
2g7TBUDkDhM,"[{'comment_text': 'Por favor man rs abre uma turma de curso on line , mesmo que dure meses kkk mas ensinando do zero ate pequenos projeto para quem esta iniciando em ciencia de dados, e quer focar nisso, trabalhar nessa area rs please rsrsr \n\nabs man ..seus videos sao top ..to começando a estudar agora, e se Deus quiser quero trabalhar na area. \nvoce tem ajudado muito ...continue assim !', 'likes': 48}, {'comment_text': 'Olá, eu sugiro que você abra uma turma.', 'likes': 0}, {'comment_text': 'Você é excelente!!! Seus vídeos são incríveis!👏🏻👏🏻👏🏻', 'likes': 0}, {'comment_text': 'Conteúdo melhor que dá faculdade. Que além de enrolar ensina errado', 'likes': 1}, {'comment_text': 'Cara... excelente! Eu tô fazendo uma pós em Data Science e você sozinho, em um vídeo só me passou mais coisa que a faculdade toda kkkkkk. Eu tenho aula e não aprendo nada. Parabéns pelo canal. Vou seguir seguir seu canal', 'likes': 0}, {'comment_text': 'Bom dia professor. Comecei o Power Bi. Abandono e começo Phinton?', 'likes': 0}, {'comment_text': 'Não seria interessante conhecer bem o Excel também ?', 'likes': 0}, {'comment_text': 'Achei seu projeto impressionador e estimulante, gostaria de aprender Data Science', 'likes': 0}, {'comment_text': 'Parabéns pelo vídeo.  Eh cumprido porém, eh muito eficiente.', 'likes': 0}, {'comment_text': 'Só duas coisas: \n\nPARABÉNS!\nMUITO OBRIGADO!', 'likes': 0}]"
sKTyE8mqQSw,"[{'comment_text': 'Um dos melhores canais sobre assunto, sempre vejo discussões de modelos e bibliotecas mas ta ótimo esse conteúdo. Parabéns ai mano', 'likes': 5}, {'comment_text': 'Opa Meigaron. Parabéns pelo canal e vídeo. Ajudou demaisss..\nUma dúvida: sempre que eu precisar normalizar os dados, preciso criar essas classes e fazer todas essas alterações?', 'likes': 1}, {'comment_text': 'poderia fazer um exemplo de hospedagem como vc fez mas para modelos em tensorflow e tensorflowjs ?', 'likes': 0}, {'comment_text': 'Oi. Desenvolvi um modelo de ML pra universidade e salvei com joblib. Um freelancer está fazendo o front end em javascript, é possível integrar o arquivo do modelo e o frontend em js durante o deploy? Como eu faria?', 'likes': 1}, {'comment_text': 'Meigarom, parabéns pelo vídeo!\nMe tira uma dúvida, você criou a virtualenv dentro da pasta gerado pelo ""git clone"", certo?\nSe foi o caso, por que ela não aparece quando você dá o ""git status"" e por que ela não precisou ser enviada para o Github?', 'likes': 1}, {'comment_text': 'Realmente um conteúdo incrível! Parabéns, muito bacana mesmo!\nUma curiosidade: Como o usuário final faz para fornecer os dados de entrada para obter a predição? Precisa ser criado um um site na internet? Um aplicativo de celular? Como implementar para uso?', 'likes': 0}, {'comment_text': 'Parabéns fantástico, excelente.', 'likes': 0}, {'comment_text': 'estou tentado problema na hora do pre-tatamento dos dados no heroku, alguém teve problemas ?', 'likes': 0}, {'comment_text': 'esse touch Procfile é um arquivo txt?', 'likes': 1}, {'comment_text': 'Os vídeos desse canal são sensacionais. Depois de algum tempo e muita frustração tentando colocar uma API simples no heroku eu esbarrei nesse vídeo e tudo funcionou como um passe de mágica.', 'likes': 1}]"
-s2B3Hsi1eM,"[{'comment_text': 'Bom dia.\nPosso salvar as preparações e o modelo em um mesmo arquivo (pkl)?', 'likes': 0}, {'comment_text': 'Ficou muito bom!', 'likes': 1}, {'comment_text': 'Sou formado em Turismo e quero ser um Data Scientist, preciso fazer uma nova graduação ou pós? Ou apenas os cursos livres são suficientes?', 'likes': 1}, {'comment_text': 'Muito bom o conteúdo amigo. tem como fazer um diagrama de caso de uso do modelo antes de colocar o modelo em produção?', 'likes': 0}, {'comment_text': '@meigarom, blz man? Videos top, conseguir fazer....\nComo eu faço para reverter o valor normalizado, tipo desfazer... e encontrar o valor que foi transformado.....?\nPosso usar esta técnica tanto para modelos de Classificação quando Regressão?', 'likes': 1}, {'comment_text': 'muito bom o vídeo.... obrigado por comparilhar conhecimento.', 'likes': 1}, {'comment_text': 'E se por um acaso a api recebesse um valor maior do que foi treinado no modelo de treino ? Por exemplo, o ""free sulfur dioxide"" tinha um valor maximo de 72. Se na produção recebesse um valor de 74? o que acontece?', 'likes': 2}, {'comment_text': 'Excelente! Esclareceu muitas dúvidas sobre a visão geral, aplicação prática dos modelos. Obrigado!', 'likes': 2}, {'comment_text': 'Top!!!', 'likes': 1}, {'comment_text': 'Cara, seu conteúdo é bom demais, obrigado!\n\nUma recomendação: criar playlists aqui no YouTube para vídeos sequenciais, como esses vídeos do deploy.\n\nAbraço!', 'likes': 7}]"
tmx7bg3HTr0,"[{'comment_text': 'Excelente conteúdo e explicação! Seria bacana a indicação de alguns cursos também. Parabéns pelo canal!!', 'likes': 40}, {'comment_text': 'Ajudou demais!! Muito boa a explicação 👏❤', 'likes': 1}, {'comment_text': 'Cara, teu canal é muito bom máxima gratidão 🙏🙌⏳', 'likes': 0}, {'comment_text': 'show', 'likes': 0}, {'comment_text': 'Muito bom ... esse vídeo me ajudou muito. Muito obrigada !!!', 'likes': 0}, {'comment_text': 'Parabéns pelo canal, seus vídeos são sensacionais, show 👏👏👏', 'likes': 0}, {'comment_text': 'Que aula em apenas 23 minutos!  Me interesso muito por Data Analyst e você sanou as dúvidas e instigou mais em querer migrar pra essa área. Obrigada!', 'likes': 0}, {'comment_text': 'então Data scientist é que nem um vidente kkk', 'likes': 1}, {'comment_text': 'Quero aprender porque quero aplicar o conhecimento na minha própria empresa, principalmente. To cursando Engenharia de Software apenas pelo conhecimento, embora eu não veja muita aplicabilidade prática pro setor. Data Science ou Data Analytic, sim, seria muuuuito útil pra mim.', 'likes': 1}, {'comment_text': 'A questão é: qual dos dois precisa de mais base matemática? Kkk', 'likes': 1}]"
sXHjYjV-36I,"[{'comment_text': 'Arrasou! Já sou fã do teu trabalho e da tua iniciativa. Deus abençoe!', 'likes': 5}, {'comment_text': 'Man, que explicação incrivellll', 'likes': 0}, {'comment_text': 'ola poderia fazer um video hospedando o modelo via api utilizando um modelo TF e flask tbm ?', 'likes': 0}, {'comment_text': 'esser arquivo handler.py pode ser criado no jupyter ?', 'likes': 0}, {'comment_text': 'Excelente conteúdo como sempre!\nEm 20min aprendi e entendi, infinitamente melhor do que aulas e cursos de horas e horas que ficam só no teórico e não dá pra entender nada.\nParabéns pelo conteúdo!', 'likes': 0}, {'comment_text': 'Excelente Meigarom!!!!', 'likes': 0}, {'comment_text': ""o meu retorn o erro UnboundLocalError: local variable 'df_raw' referenced before assignment . não sei oque pode esta errado. alguem pode me ajudar?"", 'likes': 0}, {'comment_text': 'Excelente vídeo, isso  foi crucial pra mim, mais uma vez, muito obrigado cara, continue fazendo esse excelente trabalho.', 'likes': 1}, {'comment_text': 'Cara que conteúdo legal! eu trabalho com ciência de dados, mas ainda não tinha feito um projeto indo de ponta a ponta, seu conteúdo ajudou bastante.', 'likes': 1}, {'comment_text': 'Sencional! Conteúdo riquíssimo!', 'likes': 1}]"
d6caxBhnf2I,"[{'comment_text': 'Ótima didática e abordagem Meigarom! Já consumi muito curso e conteúdo de DS mas praticamente ninguém fala sobre Deploy nem API. Fiz um projeto de web scraping recentemente e ainda não sei como disponibilizar isso de forma simples. Agora com essa série de vídeos vai ser muito mais fácil. Espero que continue gerando conteúdo assim, bem direto ao ponto e trazendo conceitos práticos mesmo. Obrigado!', 'likes': 5}, {'comment_text': 'Excelente Meigarom!!!', 'likes': 0}, {'comment_text': 'Conteúdo TOP', 'likes': 0}, {'comment_text': 'Oi Meigaron, neste vídeo você utilizou o ElasticNet, mas como as classes são discretas ""3,4,5,6,7,8"", vc também poderia usar um algoritmo para classificação?  assim as predições seriam sempre números inteiros também certo?', 'likes': 0}, {'comment_text': 'To fazendo curso da alura pra aprender python mas ... ainda to viajando no que voce fala. Oque recomenda focar pra entender tranquilo todas as libs e oque tu fez?', 'likes': 1}, {'comment_text': 'eu precisava muito ver esse vídeo para entender esse processo final, você não faz ideia de como me ajudou, muito obrigado, de verdade!', 'likes': 1}, {'comment_text': 'Ótimo vídeo. Já estou no aguardo da continuação.', 'likes': 1}, {'comment_text': 'Curti bastante o vídeo, ja tinha visto sobre deploy mas a questão da API acho que ficou bem mais clara pra mim agora, parabéns pelo trabalho', 'likes': 2}, {'comment_text': 'Parabéns cara! Que trabalho incrível!!!', 'likes': 3}, {'comment_text': 'GO #UMKC Kangaroos! (Referência a camisa da University of Missouri - Kansas City) utilizada pelo Meigaron em vídeo! =)', 'likes': 3}]"
WHoK46KLrcM,"[{'comment_text': 'Parabéns! Há muitos técnicos na internet, mas poucos profissionais que se preocupam em contextualizar e traduzir essas informações.', 'likes': 44}, {'comment_text': 'Seus vídeos são muito didáticos. Ajudam bastante. Parabéns!', 'likes': 0}, {'comment_text': 'Muito bom o conteúdo, parabéns! 👏👏👏👏☕', 'likes': 0}, {'comment_text': 'K mm', 'likes': 0}, {'comment_text': '》》FANTÁSTICO 《《 GRATIDÃO 《《', 'likes': 0}, {'comment_text': 'parabéns pelo vídeo conteúdo excelente, tenho só uma observação SQL é Structured Query Language e não Sequal Query Language', 'likes': 1}, {'comment_text': 'Nos primeiros 5min de longe foi o melhor. Sou eng. mec. e concordo se começar com GA e Est. só de pensar da azia. Enfim, parabéns pelo conteúdo.', 'likes': 0}, {'comment_text': 'Parabéns por todos os vídeos. Claro e direto!! Muito obrigada. Gratidão!', 'likes': 0}, {'comment_text': 'Muito bom Video, parabéns amigo. Descobri que eu já quase sou um data scientist no meu trabalho kkkkk', 'likes': 0}, {'comment_text': 'Realmente você é um achado, estou estudando tem um ano, em diversas plataformas mas nunca ouvi uma explicação tão sucinta.', 'likes': 1}]"
2DmNr6iv5ww,"[{'comment_text': 'Top demais!', 'likes': 0}, {'comment_text': 'Mas se o número de vendas aumentarem nesse período, consequentemente o número de cancelamentos tbm aumentará... então o aumento do número de cancelamentos não seria de se espantar.... Acho que em vez de fazer a análise de número de cancelamos por dia, deveria ser número de cancelamentos por dia por venda... O que você acha disso? ( ótimo vídeo, dando o like)', 'likes': 3}, {'comment_text': 'Que ótimo conteúdo Meigarom. Mas deixa eu perguntar: essa análise não é possível aplicando um método de média móvel ? Ou qual a diferença destas duas formas ?', 'likes': 2}, {'comment_text': 'Excelente vídeo!\n\n Seria possível responder a este problema utilizando teste de hipóteses?\nE quanto ao número de cancelamentos, não seria mais interessante comparar a porcentagem de cancelamento em relação ao número de pedidos no período? Pois não necessariamente é um dado ruim o aumento de cancelamentos, caso o número de pedidos cresça na mesma proporção, ou estou viajando?', 'likes': 5}, {'comment_text': 'Muito interessante  e bom o conteúdo. Teria algum material de inferência bayesiana de indicação para estudo ?', 'likes': 1}, {'comment_text': 'Show meu caro, direto e justo, e mais uma vez muito bem explicado, não sei python mas entendi a força do modelo bayesiano.  obrigado por compartilhar seu conhecimento', 'likes': 2}]"
ATcpiuCy3W0,"[{'comment_text': 'Parabéns pelo conteúdo e pela didática. Eu consegui fazer passo-a-passo contigo. Executei tudo corretamente como explicado no vídeo. Grande Abraço.', 'likes': 4}, {'comment_text': 'Muito legal!!!', 'likes': 0}, {'comment_text': 'Obrigado pelas explicações. Tenho uma dúvida... Em uma série temporal se houver quebra de tempo, por exemplo algum dia da semana ficou sem registro e esse registro não existe nos dados, devemos corrigi-lo certo? Pois não podemos ter falha na sequência temporal. Nesse caso a correção desses registros referentes a falha no tempo devem ser corrigidos em qual etapa? Seria na Feature Engineering ou em outra? \n\nObrigado', 'likes': 0}, {'comment_text': '👨\u200d🎓vlw, mais videos como este ✔', 'likes': 1}, {'comment_text': 'Obrigada! É difícil encontrar material nesse nível e detalhamento, visando mais a ""vida real"" e faz toda a diferença!!! Muito bom!', 'likes': 3}, {'comment_text': 'Mais um video de qualidade e conhecimento, venho aprendendo muito com os conceitos ensinados parabens KEEP THE GOOD WORK!', 'likes': 2}, {'comment_text': 'Abordagem muito interessante, Meigarom!', 'likes': 2}]"
LJrK4B7bNWA,"[{'comment_text': 'Ótimo vídeo. Me deu uma visão sobre a Ciência de Dados que não havia visto em nenhum outro lugar. Ansioso pelos próximos.', 'likes': 30}, {'comment_text': 'Pra quem quer pragmatismo veja a partir dos 19:30', 'likes': 0}, {'comment_text': 'Parabéns cara!! Nem terminei de assistir o vídeo e já sei q será mto importante pra minha carreira profissional! Parabéns pelo conteúdo e obrigado por compartilhar sua experiência!\nQue Deus lhe abençoe rapaz! Thanks..', 'likes': 1}, {'comment_text': 'Parabéns pelo canal, você está ajudando muita gente compartilhando os seus conhecimento, um forte abraço.', 'likes': 1}, {'comment_text': 'Muito bom', 'likes': 0}, {'comment_text': 'muito bom o vídeo. Claro e objetivo!', 'likes': 0}, {'comment_text': 'Essas etapas podem ser consideras pipeline de dados?', 'likes': 0}, {'comment_text': 'Você fornece o curso de data science?', 'likes': 0}, {'comment_text': 'Como começar do zero??', 'likes': 0}, {'comment_text': 'Passo somente para agradecer uma verdadeira consultoria de carreira obrigado Meigaron vc realmente eé um verdadeiro profissional , sem medo de entregar oque sabe para quem está perdido', 'likes': 1}]"
sJ9vju7ft_o,"[{'comment_text': 'Aprendi muito. Obrigado pelas aulas!', 'likes': 0}, {'comment_text': 'Aula incrível, é muito importante estudar', 'likes': 0}, {'comment_text': 'Assisti aos três vídeos, excelente trabalho!!!', 'likes': 2}, {'comment_text': 'Gostei muito da série de vídeos, no entanto tem uma questão:\n\nAs avaliações que você utilizou como parâmetro pra avaliar os celulares tem um viés muito forte, não?\n\nUma vez que ali dentro das estrelas está não necessariamente como o celular é, e sim como o usuário o percebe.\n\nSe eu sou uma pessoa que gosta muito de tirar fotos e portanto valorizo demais a qualidade da câmera e espaço de armazenamento, mas uma parte significante dos avaliadores não são, eu tenho um resultado não ajustado ao meu gosto, ou seja, viesado.\n\nNesse caso eu deveria procurar avaliações de usuários com gostos parecido com os meus, certo?\n\nObrigado mais uma vez pelo conteúdo!', 'likes': 0}, {'comment_text': 'Ufa, agora sim conseguirei escolher meu celular', 'likes': 0}, {'comment_text': 'Sou professor de matemática e tô estudando Data Science pois tenho interesse nas aplicações de estatística, principalmente dos modelos probabilísticos e inferência. Esse contexto de escolha entre smartphones foi muito bom e vou replicar na minha sala de aula.', 'likes': 3}, {'comment_text': 'Parabéns pela iniciativa! Estou cursando estatística e aprendendo com seus vídeos, você explica muito bem!', 'likes': 1}, {'comment_text': 'Consegui seguir numa boa!... show! Gosto muito de Bayes e estou procurando aprender a usar redes bayesianas no python.', 'likes': 1}]"
9KMRG-waIu0,"[{'comment_text': 'Começei Big Data no agronegocio na Fatec de pompéia este ano louco de 2020, e percebi algo que nos faltou, foi explicar a importancia da estatistica nessa área.  O curso foca muito na ideia de ser um dev e eu fico louco com isso. Aí preciso estudar por fora pra ser um bom profissional, sei que estou apenas começando, sei nada de python e R, estava estudando C, mas percebi que meu foco deve ser em R e Python e talvez, depois de já ter experiencia aprender Julia. \n\n\nVenho lhe dar os parabéns pelo vídeo é muito bem explicado e sem aquela coisa de ilusão, vejo isso em alguns ensinos de Data Science. Está show, espero aprender muito contigo. abraços.', 'likes': 3}, {'comment_text': 'Usei o Colab da Google.\nQuando fiz a sample, ficou diferente do seu, pois cita o número efetivo de amostras:\n\nSequential sampling (2 chains in 1 job)\r\nCompoundStep\r\n>Metropolis: [p_b]\r\n>Metropolis: [p_a]\r\n100%|██████████| 3000/3000 [00:01<00:00, 2639.34it/s]\r\n100%|██████████| 3000/3000 [00:01<00:00, 2455.01it/s]\r\nThe number of effective samples is smaller than 25% for some parameters.\n\nQuando executei o pm.plot_posterior( trace[\'p_a\']) deu erro, até instalei o ArviZ mas continuou o erro... Estou tentando descobrir:\n\n\n---------------------------------------------------------------------------\r\nImportError                               Traceback (most recent call last)\r\n<ipython-input-46-9451cdc5fa80> in <module>()\r\n----> 1 pm.plot_posterior( trace[\'p_a\'])\r\n\r\n1 frames\r\n/usr/local/lib/python3.6/dist-packages/pymc3/plots/__init__.py in __call__(self, *args, **kwargs)\r\n     20         def __call__(self, *args, **kwargs):\r\n     21             raise ImportError(\r\n---> 22                 ""ArviZ is not installed. In order to use `{0.attr}`:\\npip install arviz"".format(self)\r\n     23             )\r\n     24 \r\n\r\nImportError: ArviZ is not installed. In order to use `plot_posterior`:\r\npip install arviz\r\n\r\n---------------------------------------------------------------------------\r\nNOTE: If your import is failing due to a missing package, you can\r\nmanually install dependencies using either !pip or !apt.\r\n\r\nTo view examples of installing some common dependencies, click the\r\n""Open Examples"" button below.\r\n----------------------------------', 'likes': 0}, {'comment_text': 'Show de aula!', 'likes': 1}, {'comment_text': 'Muito bom o vídeo! Mas como você faz pro jupyter notebook mostrar automaticamente  o tempo de executação das células?', 'likes': 1}, {'comment_text': 'Parabéns pela iniciativa, Meigarom!', 'likes': 1}, {'comment_text': 'Gostei muito do conteúdo, ficarei no aguardo do próximo vídeo 👍🏽', 'likes': 1}]"
szvZcj61VGo,"[{'comment_text': 'Excelente!! Acabei de assistir a aula da faculdade sobre Naive Bayes e este vídeo deixou ainda mais claro pra mim como aplicar este conhecimento na prática.', 'likes': 0}, {'comment_text': 'Irado!', 'likes': 0}, {'comment_text': 'Você é uma benção. Já me inscrevi no seu curso.', 'likes': 0}, {'comment_text': 'Didática incrível! Obrigada pela aula <3', 'likes': 1}, {'comment_text': 'Estou assistindo os vídeos assim, do mais antigo para o mais novo. Pretendo fazer os exercícios, muito legal a sua didática.\nAchei fantástico o Vi no browser. Uso um plugin para navegação com hjkl, mas editar texto assim, nunca havia visto.\nGostaria de fazer uma crítica. Instale o unclutter, pra esconder o mouse, depois de uns cinco segundos.\nEstava assistindo no celular, e toda hora achava que era sujeira, e tentava tirar com o dedo.', 'likes': 1}, {'comment_text': 'Eu fiquei com dúvida sobre a escolha dos valores, porque 2 e 5 o que isso representa além do desenho?', 'likes': 0}, {'comment_text': 'Boa noite Meigarom.\nMe chamo Salvador e queria agradecer pelo vídeo.\nEsclarecedor, didático e com excelente introdução.\nPartindo para o próximo vídeo.\nParabéns pelo trabalho.', 'likes': 1}, {'comment_text': 'Cara, tá muito bom! Vc manja muito e é didático. Parabéns. Vou estudar todos seus videos. Obrigado pela ajuda!', 'likes': 1}, {'comment_text': 'Olá Meigarom talvez minha pergunta tenha relação com a pergunta feita pelo Toni Esteves: No caso de vc escolher os valores (1,1) seria devido ao fato  de não ter posicionamento com relação a avaliar positiva ou negativamente o celular correto?  Ou seja, os dois valores são iguais por não haver ""tendência"" para nenhum dos lados certo ? Então pq foi escolhido o valor (1,1) ? Pq não o valor (0.5 ,  0.5), ou (2,2) já que alfa e beta tb são iguais nesses casos ? Ou vc usou (1,1) por já saber que esse valor retornava uma reta paralela ao eixo X ?\n\n\nParabéns pelo conteúdo do canal ! Tem me orientado bastante.\nObrigado', 'likes': 1}, {'comment_text': 'Nesse caso a escolha de alfa e beta para definição da priori, e consequentemente do shape da curva, são escolhidos ""aleatóriamente""?', 'likes': 1}]"
lMVNeldZ-us,"[{'comment_text': 'Parabéns pelo canal, muito bom mesmo. Teria algum vídeo indicando a ordem de visualização dos vídeos para novatos na área? Abraço!', 'likes': 0}, {'comment_text': 'Grande Mário Filho, fui recomendado a seguir você via um amigo DS da IBM.\nEstou ha 2 meses estudando nessa jornada para Data Science...\nPosso te perguntar algo a respeito dessa trajetoria?\n\nCompletei no Coursera:\n- Programming for Everybody (Getting Started with Python);\n- Python Data Structures;\n- Using Python to Access Web Data;\n- Using Databases with Python;\n- Capstone: Retrieving, Processing, and Visualizing Data with Python.\n\r\nNo Udemy : \n- 2022 Complete Python Bootcamp From Zero to Hero in Python.\n\nEstou agora no Statistics with Python Specialization (coursera):\n- Understanding and Visualizing Data with Python;\n- Inferential Statistical Analysis with Python;\n- Fitting Statistical Models to Data with Python.\n\nDepois disso irei para Applied Data Science with Python Specialization (coursera):\n- Introduction to Data Science in Python;\n- Applied Plotting, Charting & Data Representation in Python;\n- Applied Machine Learning in Python; (+ cursos avançados de ML no futuro)\n- Applied Text Mining in Python;\n- Applied Social Network Analysis in Python.\n\nFinal do mês agora Jan 23, Inicio o curso superior Tecnologia em Data Science 2,5 anos para uma entrada mais rápida no mercado como Estagiário.\nEis a pergunta: É um bom caminho a ser trilhado? Alguma dica?\nMuito Obrigado!', 'likes': 0}, {'comment_text': 'Mario seu canal é rico em conhecimento relacionado a área de DS. Vlw por tá sempre compartilhando esse conhecimento. Você é o melhor.', 'likes': 0}, {'comment_text': 'Tem como trazer a contagem dos viwes e as tags também?', 'likes': 0}, {'comment_text': 'Para quem gosta de ler ou ver por outra voz: https://huggingface.co/blog/how-to-train-sentence-transformers', 'likes': 0}, {'comment_text': 'Show demais Mário! Atualmente estou colocando em produção um modelo de busca de conteúdos e profissionais dentro do app Zenklub e segue bem essa linha que vc trouxe no video!\n\nDica de proximo video: poderia falar um pouco mais sobre como validar esses sistemas de busca e recomendação (métodos, métricas, etc)', 'likes': 1}, {'comment_text': 'show', 'likes': 0}, {'comment_text': 'Parabéns pelo excelente conteúdo,  Mário. Prático e direto.', 'likes': 1}, {'comment_text': 'Muito bom como sempre, Mario!', 'likes': 1}, {'comment_text': 'Mario, tu faz cursos mais profundos sobre os assuntos? Só vi o ebook nos teus links...', 'likes': 0}]"
3y3l_rsbbB8,"[{'comment_text': 'Krl q vídeo foda, tá de parabéns Mário!', 'likes': 0}, {'comment_text': 'Muito gratidão Mário, rodou perfeitamente aqui! Vc é o cara! Obrigado por compartilhar seu conhecimento!', 'likes': 0}, {'comment_text': 'Show de bola!! Parabéns e obrigado', 'likes': 0}, {'comment_text': 'Ola Mario onde posso fazer o seu curso?', 'likes': 0}, {'comment_text': 'Muito bom, não conhecia esses spaces do huggingface. Obrigado pela dica!!', 'likes': 0}, {'comment_text': 'Oi Mario, uma dúvida. Se o carregamento do modelo fosse realizado no contexto global ao invés de ser feito a cada predição, teríamos algum ganho de performance? Existem arquivos de modelos que ficam com algumas centenas de MBs.', 'likes': 1}, {'comment_text': 'Espelho logo logo construir meu primeiro app e te marcar. :-)\nBaixei os dados para fazer o modelo hj. Estou animado. Comecei a estudar DS para isso!', 'likes': 1}, {'comment_text': 'Grande mestre! Excelente vídeo.', 'likes': 1}, {'comment_text': 'Ótimo vídeo! Muito obrigado por compartilhar :)', 'likes': 1}, {'comment_text': 'Great video! now... the GMS soft really distorted in my mac, I searched a couple of tutorials to change in nu Options content settings,', 'likes': 0}]"
2LbZRaRfGqk,"[{'comment_text': 'Valeu!', 'likes': 5}, {'comment_text': 'Tá loco, que aula! Código limpo!\nSei que não entendo muito mas faço questão de assistir todo o vidro nem que na velovida 1.5!', 'likes': 0}, {'comment_text': 'Pô, não deixa de seguir as pessoas que lhe seguiram de volta não...sacanagem isso, ainda mais em escala. Not cool man!', 'likes': 0}, {'comment_text': 'Eu vim pelo post do Gabs ferreira da Alvin. Entendi pouca coisa, mas achei muito interessante o assunto. Abraços.', 'likes': 0}, {'comment_text': 'Melhor video sobre produtizacao de ML do Brasil! Obrigado! E quando puder faça mais desses! Hehe', 'likes': 0}, {'comment_text': 'Ótimo conteúdo, mestre! Sempre me impressiona hahaha', 'likes': 1}, {'comment_text': 'Top top top da galáxia. Você  é show  mestre Mario. Só conteúdo de alta qualidade. Parabéns e obrigado. Sucessos', 'likes': 3}, {'comment_text': 'Cara, parabéns demais pelo conteúdo. Nota 10!', 'likes': 1}, {'comment_text': 'Fala Mário, beleza? Parabéns pelo vídeo e pelo projeto desenvolvido! Uma dúvida que tenho é quanto tempo demora para colocar os algoritmos para rodar em produção, desde o início da ideia. Claro, falando da primeira versão, sem contar as atualizações. Abraço!', 'likes': 1}, {'comment_text': 'Eu não lembro de ter visto um vídeo sobre machine learning tão denso no youtube até hoje. Muito bom, salvei nos favoritos pra rever de tempos em tempos.', 'likes': 4}]"
Zo6HZzHajQs,"[{'comment_text': 'Qual theme é esse aí do VsCode ?', 'likes': 0}, {'comment_text': 'Tooop', 'likes': 0}, {'comment_text': 'Muito bom o vídeo, Mario!', 'likes': 0}, {'comment_text': 'Mestre, tem como fazer essas previsões em ""um click"" como se fosse um ""plus"" em um produto por exemplo? Nosso cliente ver a previsão da próxima semana no caso? obrigado pelas excelentes aulas.', 'likes': 0}, {'comment_text': 'Valeu Mario! Em especial pelos seguintes tópicos diferenciais que não são encontrados em outros vídeos sobre deploy:\n- joblib\n- copilot\n- pandera\n- schedule\n- tmux\n\nAnotando aqui para relembrar depois haha', 'likes': 3}, {'comment_text': 'model_final_final_final.ipynb vc nos representa Mario!! hahaha Cara muito obrigado pelo excelente conteúdo!!', 'likes': 2}, {'comment_text': 'Sensacional. Me ajudou muito essas dicas. Valiosas.', 'likes': 1}, {'comment_text': 'Excelente vídeo Mario, parabéns! Gostei de ver o Copilot funcionando, ainda não tinha visto! Me pareceu ser uma ferramenta excelente, que aumenta bastante a produtividade! Quanto ao tmux, vai sair vídeo sobre? Abraço!', 'likes': 0}, {'comment_text': ""Mario, pra gerar os checks no validator.py altere o schema por \n\nschema = DataFrameSchema(\r\n    {\r\n        'passenger_count': Column(float, \r\n                           [ Check.less_than(10), Check.greater_than_or_equal_to(0)], \r\n                           nullable=True), # nullable=True pq estou utilizando o SimpleInputer para gerar o modelo\r\n        'trip_distance': Column(float, Check.greater_than_or_equal_to(0)), \r\n        'fare_amount': Column(float),  \r\n        'fare_amount_by_person': Column(float, nullable=True)\r\n    },"", 'likes': 1}, {'comment_text': 'Mestre Mário venho acompanhando seu canal.. me sinto muito confiante em sua pessoa...\n\nVc não tem algum curso, pra eu ser seu aluno em Ciências de dados..??', 'likes': 0}]"
a7x6GQ-8Wbw,"[{'comment_text': 'Legal seus videos', 'likes': 0}, {'comment_text': 'Eu tenho 33 anos, já me formei em gestão de Ti, estou fazendo pós em ciência de dados. Todo dia tenho vontade de desistir. Não consigo uma vaga na área... não sei sabe...', 'likes': 1}, {'comment_text': 'Cara, sensacional esses videos! Principalmente pra quem não tem um inglês muito bom, você ta sendo pioneiro nisso, ninguém trás conteúdo gringo pro youtube. Poderia trazer os outros cursos do kaggle também, se não for pedir muito. KKKK', 'likes': 4}]"
